Accession,Liquid culture rna expression levels
AO090003000704,4.3448317464582
AO090012000988,53.9539881054168
AO090003001207,53.4130874241659
AO090011000544,20.0159342849656
AO090113000085,36.7852363719233
AO090011000603,49.6379093211496
AO090005001480,42.0132567056396
AO090120000306,31.2988805439304
AO090701000757,40.1809192269621
AO090003000922,22.6780757109062
AO090011000837,37.7056607505133
AO090011000940,49.3218863070163
AO090012000084,28.3159262104187
AO090120000098,40.3189362438719
AO090701000569,18.5862246931823
AO090038000604,49.2334722544373
AO090009000700,38.6693265428625
AO090012000764,36.8631338505995
AO090010000194,34.9876972503688
AO090012001016,18.7953059656337
AO090701000081,15.2357941346599
AO090012000823,25.3716718033917
AO090003000315,30.9770411553039
AO090120000340,62.3221263639381
AO090001000194,22.8589200249484
AO090009000407,27.7725196564793
AO090120000406,43.2575068346839
AO090011000225,0.34040704566268
AO090102000527,31.2522678128941
AO090020000552,48.7831033305008
AO090102000111,51.9369854772451
AO090020000575,30.7397702017739
AO090005001594,37.015933810001
AO090120000500,36.8855041630313
AO090023000971,43.5947317216614
AO090120000484,31.1563294963957
AO090011000441,25.5717719450161
AO090005001092,33.4263885954907
AO090023000334,18.953447743207
AO090102000639,53.988557442101
AO090166000092,7.3176204401168
AO090011000872,25.3262841973034
AO090003001549,75.8382545026918
AO090120000293,25.6439488450545
AO090009000598,35.117100684117
AO090001000716,9.13257873599746
AO090010000032,37.2558892278604
AO090010000707,0.097182874212718
AO090003001378,75.7384869322833
AO090012000334,33.106712734731
AO090001000562,34.1630109240583
AO090005000354,64.7317507182958
AO090001000203,19.3074811738133
AO090701000616,81.1383193813056
AO090023000033,36.8946283894561
AO090003000615,44.5813911884579
AO090120000485,36.8198651780929
AO090011000915,35.3920213898656
AO090038000283,60.4278082711773
AO090011000773,24.4555588068188
AO090001000488,35.4555249016299
AO090010000061,33.1382300731158
AO090001000490,24.5803380719704
AO090012000915,46.617197598751
AO090005001021,51.6782104023177
AO090206000027,40.1443279962352
AO090005001565,32.4748321562197
AO090701000139,35.1646782003727
AO090005001075,14.7715846906515
AO090120000492,28.4402026874322
AO090701000617,81.0138413908775
AO090005001148,19.4820599777345
AO090038000386,12.1777938295349
AO090005000108,39.9306790782753
AO090005001490,12.70852970474
AO090701000284,97.3760285402738
AO090103000069,48.262480271036
AO090003000839,31.4429910779742
AO090102000561,48.6808338155755
AO090023000631,27.5281590774375
AO090701000729,49.7530595360898
AO090011000291,23.8119168532945
AO090020000055,30.6459888070792
AO090001000390,16.3071995224707
AO090120000321,30.6988799694195
AO090003000996,31.9261249694238
AO090120000205,43.2127138386843
AO090010000622,65.6794258220953
AO090038000404,27.1090085031072
AO090012000556,44.714685493743
AO090005001504,35.0052343397578
AO090009000298,126.835129139827
AO090003000656,38.6454835112322
AO090701000032,36.3154476714052
AO090026000323,39.4332065341898
AO090026000437,75.2762346506012
AO090120000234,24.9087182212905
AO090010000483,87.3283195004306
AO090020000632,7.84397179469068
AO090120000351,35.5203405247484
AO090011000595,32.9470096711711
AO090003000971,13.2887017129999
AO090001000740,53.0411935738651
AO090020000412,25.6726579282608
AO090001000719,58.3471665596477
AO090120000305,26.5941984019155
AO090026000652,54.7724662386842
AO090023000809,27.6960409382628
AO090009000228,50.681676835566
AO090003001141,36.9397579974046
AO090003000948,35.4081940622877
AO090003001089,25.5473575370708
AO090166000070,28.2050125335823
AO090012000273,39.650612678789
AO090011000119,87.9567080979066
AO090023000914,47.3151430304641
AO090005000690,83.9165380726324
AO090102000476,43.4349559015163
AO090001000583,25.922892335228
AO090009000122,28.4988778628796
AO090701000598,58.0896197506391
AO090001000684,54.0033084140797
AO090003000386,32.0408991343749
AO090005001442,36.647756832594
AO090012000208,20.5246653053547
AO090120000338,48.5062293730445
AO090005001613,40.1055412059007
AO090023000859,35.2238473525435
AO090012000482,75.0796641694049
AO090113000083,34.1622510368097
AO090011000518,46.4793293068026
AO090020000395,63.4688936638067
AO090311000001,40.3378344321503
AO090011000719,32.176942354205
AO090005001201,58.7363121440878
AO090011000586,46.4912475050581
AO090003001052,25.3323358781152
AO090001000357,27.0602487915973
AO090009000442,55.7007730680417
AO090011000499,45.9189080655093
AO090120000385,15.2018002330203
AO090206000108,38.3631584758178
AO090038000589,39.7696510902154
AO090103000477,47.7079564316979
AO090005000822,13.4281871426713
AO090003000119,59.9740012614713
AO090001000657,24.2758853135443
AO090003000324,34.4189346170043
AO090003000582,27.1049110108909
AO090012000922,22.5150201567818
AO090120000316,39.3490612443036
AO090003001121,19.9433141152242
AO090009000480,19.9655797333053
AO090011000438,44.1939120482335
AO090701000273,21.8687041419198
AO090009000196,36.8886902307435
AO090012000993,35.7793990148835
AO090003000143,26.9470183253905
AO090120000339,58.3488447524198
AO090003000602,27.6171489171424
AO090020000146,16.5846312646858
AO090011000942,35.5461547257112
AO090102000113,45.8460209098497
AO090011000584,46.2875327607989
AO090701000758,23.4710657984418
AO090003001500,15.5509588753323
AO090701000030,33.2217542824998
AO090701000600,109.981964380092
AO090026000491,32.460448759924
AO090102000535,24.0418826876985
AO090009000681,24.3396883476549
AO090026000365,34.552096396834
AO090005001346,48.14892947812
AO090010000705,60.9470548242869
AO090038000574,33.8973437135572
AO090026000040,18.7645098221337
AO090103000333,27.2670001797268
AO090005000135,50.0057950078477
AO090038000282,22.4922820731463
AO090102000629,22.4864212842796
AO090003000035,44.9713750419353
AO090009000484,46.1472006248344
AO090001000070,31.6857409898533
AO090023000220,25.019917856207
AO090001000089,63.1790299456464
AO090003000904,52.5462401819599
AO090120000271,38.59668116362
AO090003001091,18.4632623924132
AO090011000884,1.94911719628878
AO090011000599,31.4056543033647
AO090005001580,27.1964565798003
AO090138000133,38.2406232193062
AO090011000936,27.4725678124816
AO090120000479,23.7834235420056
AO090009000567,36.7834999906927
AO090120000418,63.3912616494745
AO090120000436,27.6563023434553
AO090009000528,14.5314226283352
AO090003001011,54.1524571307534
AO090120000346,19.9880811401033
AO090003000540,38.3118348081689
AO090005000697,95.6970845815869
AO090003001321,23.4745092223141
AO090001000561,52.9191119736441
AO090120000238,16.5651213683373
AO090103000151,30.2350760976918
AO090005001395,30.4138222252074
AO090003000730,39.9915240311859
AO090012000394,23.2773165486501
AO090005000259,29.0437222746892
AO090001000101,21.1793990666036
AO090005000575,24.9847610629664
AO090011000088,34.1106260134852
AO090038000424,51.1121179062514
AO090012000901,1.9260336469619
AO090005000650,42.0346685044123
AO090026000606,25.1490706447014
AO090003000603,28.3512864202559
AO090026000495,23.7805456186144
AO090020000005,53.8670788493351
AO090005001429,26.9509450051486
AO090701000781,24.6641844269718
AO090020000030,44.4045069525304
AO090005001627,31.0619097612088
AO090005000855,24.1664860076839
AO090026000843,29.758272322964
AO090009000216,27.4541619650928
AO090005000376,32.2762515469128
AO090005001331,72.2003343850544
AO090003001199,43.2451762663153
AO090020000522,28.3921089228431
AO090020000071,33.1678128871999
AO090701000006,65.6013790917967
AO090102000222,26.7052072540483
AO090701000082,23.6787853857297
AO090102000516,31.4732408992103
AO090026000826,126.088743087634
AO090026000820,33.1844471020004
AO090038000455,16.4733398051327
AO090120000359,34.6479652847361
AO090012000958,36.4593088705591
AO090026000689,22.2596083346077
AO090038000310,59.3904651115481
AO090020000665,6.42115185081602
AO090003001239,32.7070238833089
AO090003000120,27.5291617919309
AO090102000150,27.6355637792423
AO090038000463,3.54023327489187
AO090003000652,37.2287712793743
AO090023000756,30.3225966238538
AO090026000638,15.7459705175486
AO090012000782,28.2369189675066
AO090023000207,42.4121829434852
AO090003001169,32.7992200467923
AO090003001312,36.4935005391251
AO090003000595,46.9546729090922
AO090020000504,20.6513607702026
AO090023000412,27.2511313100505
AO090003000544,28.3869875470009
AO090009000222,28.865910956301
AO090005000750,25.1609436322672
AO090005001616,28.6344987395794
AO090026000263,55.4770646144987
AO090701000677,43.6101812770497
AO090003001133,40.8009127740264
AO090102000634,30.6748261196424
AO090012000890,11.7058969591902
AO090038000626,71.1670187859734
AO090038000632,31.0489613171901
AO090020000620,44.2856958738789
AO090102000637,18.7204905062394
AO090102000623,37.6364605437534
AO090009000475,18.0079865916166
AO090023000755,24.6870465390361
AO090012000289,22.0972288294109
AO090005000716,25.4624470155685
AO090012001019,27.6760756148699
AO090026000181,45.8359470753277
AO090038000362,31.4948663208851
AO090026000325,29.3466705681826
AO090003000501,29.3229273072051
AO090003000297,35.2484095630538
AO090038000587,32.6877135773132
AO090023000762,41.3524838555141
AO090026000635,33.3066496999534
AO090038000505,6.35426485237002
AO090003000029,21.0461661966917
AO090701000224,9.87941401972433
AO090026000481,23.2627586482411
AO090206000060,14.9740608835532
AO090003000492,16.4035440700706
AO090026000284,35.2015726323619
AO090026000570,20.1234312467538
AO090012001010,21.8205922255743
AO090012000963,43.3678576174254
AO090102000059,32.3974518229129
AO090005001008,50.2964502545289
AO090010000268,19.4904194079858
AO090003000264,37.7803007599781
AO090102000632,42.7746802336004
AO090102000488,30.2689945003255
AO090012001022,45.9008760868956
AO090026000824,19.0167936049935
AO090001000240,29.6767702919948
AO090001000560,21.0046077307455
AO090120000147,32.8826860306368
AO090005000437,23.0115162867972
AO090005001567,30.0192383172338
AO090001000433,35.5696572071847
AO090124000085,26.5839335005517
AO090003000921,26.435992615371
AO090672000001,44.4386689166211
AO090003000192,25.228148832788
AO090010000769,27.8522919400408
AO090026000332,44.6069392636376
AO090001000083,37.6453813123998
AO090020000299,20.3030245644401
AO090005000751,26.6650370264856
AO090001000439,41.6637753979688
AO090010000212,31.2823221406025
AO090023000764,28.1162719154656
AO090005000618,36.8463752689404
AO090011000768,13.2258497454384
AO090023000522,40.8812651981561
AO090701000119,35.6017825108844
AO090003001209,78.3159920810765
AO090120000261,28.0140198274052
AO090003000968,19.849366177185
AO090012000571,21.2925221515157
AO090009000225,32.8048052694482
AO090003000925,24.3851267974552
AO090206000073,42.5056100801128
AO090023000999,31.4766708513572
AO090206000110,30.1421989114021
AO090001000307,26.0258990124896
AO090023000781,20.4822853019085
AO090023000772,27.2131641117024
AO090026000661,6.63508236358767
AO090012000272,32.551564794137
AO090003000081,30.4820085363571
AO090023000370,25.058213648844
AO090005000509,39.690726832803
AO090120000334,38.5426585789655
AO090102000373,27.4949503977004
AO090001000628,21.98096892938
AO090701000573,53.3826573027602
AO090003000135,32.9410689788592
AO090012000212,15.3254835189398
AO090023000314,38.7132763039342
AO090009000284,30.2463006972813
AO090001000571,17.5200932576269
AO090012000433,26.5240914892289
AO090005001301,70.4202057756772
AO090026000245,27.6158272378853
AO090005000463,35.0219771078146
AO090003000601,24.4934744018682
AO090026000285,53.0795786282774
AO090003000491,33.3184733112394
AO090206000057,27.9969713732746
AO090020000471,44.4741805158291
AO090003001075,14.3344739463759
AO090011000821,48.5187507417619
AO090026000707,26.7660385871554
AO090003000006,60.8403010555856
AO090012000511,20.6368175583926
AO090009000217,31.0005978405931
AO090120000077,4.82029375495421
AO090038000328,32.701536229929
AO090003000907,49.9048673048354
AO090038000376,23.6947191994956
AO090020000530,44.9989205062822
AO090026000293,25.286837887291
AO090124000043,71.8800589388664
AO090012000696,32.4699106085715
AO090009000214,94.3264856801145
AO090003001177,73.0487882641392
AO090012000911,40.7237114253527
AO090103000009,37.345747518702
AO090026000598,35.4377350816676
AO090005000546,6.31967143340297
AO090038000611,25.4587267199874
AO090120000412,31.594113688278
AO090009000355,14.7362210067374
AO090026000423,23.4998243247133
AO090020000041,33.926292996927
AO090005001597,32.0815504096118
AO090038000429,53.4413076419746
AO090026000829,46.3268585636037
AO090012000816,25.085702039878
AO090011000222,3.33400609383021
AO090003000534,47.9586996879237
AO090120000424,33.8938574392704
AO090020000429,25.0265107199372
AO090026000787,3.99703756842631
AO090003000998,30.8711367410977
AO090005001212,33.9897102558981
AO090005001186,26.6218531908948
AO090023000866,21.6942890231459
AO090120000042,36.5870564826424
AO090003000960,14.9505280895799
AO090020000131,14.5144288215015
AO090003000442,42.84824273353
AO090102000352,22.898482018761
AO090012000116,34.7558007855963
AO090026000317,25.7327951837835
AO090003001117,45.6781614956171
AO090026000571,37.9897855646048
AO090001000042,0.292927103123441
AO090005001608,29.5443530018711
AO090001000363,50.859294194762
AO090001000616,2.40598377905273
AO090102000573,16.9711823765383
AO090009000477,43.1674179393617
AO090005000372,13.5557650183894
AO090120000284,35.2868903595201
AO090005000576,26.2838475983355
AO090003001402,22.4847986532157
AO090023000127,15.0057614947121
AO090003001035,33.7119510951415
AO090011000853,17.3747219707332
AO090003000364,30.5640139398998
AO090009000094,1.32480427582432
AO090005000128,22.8070008187257
AO090001000255,11.043988585804
AO090009000570,24.4171971459454
AO090003001025,34.8427710846021
AO090010000468,50.0326149568999
AO090206000070,31.3737914361107
AO090102000593,21.8247335412368
AO090102000509,35.3464343287888
AO090001000373,4.29330921275264
AO090701000124,39.8616296984969
AO090011000661,22.5950182544569
AO090672000009,23.9451221082349
AO090026000807,23.19911016957
AO090001000036,1.81455471202617
AO090038000586,21.8432393060828
AO090701000338,35.7868096959769
AO090038000607,39.7091519691612
AO090206000018,38.0880269574574
AO090011000652,21.2450873923459
AO090009000618,46.3457610213055
AO090023000872,47.8736090581969
AO090011000342,20.980768978807
AO090003000371,40.0484609443039
AO090102000606,30.0533621099457
AO090011000849,19.1402855918951
AO090038000355,15.4885205776519
AO090701000615,67.9757875071528
AO090005001455,27.560455733763
AO090005001522,30.7958888678459
AO090026000421,23.6251567211118
AO090120000314,27.7176095156695
AO090011000107,0.722496586712627
AO090012000729,18.8156842572957
AO090038000622,18.4075109942094
AO090012000967,47.3965657021043
AO090020000331,37.8552086608081
AO090012000051,33.9748193316236
AO090102000114,22.5166449688015
AO090120000173,21.9863077353914
AO090009000676,35.3623894993801
AO090003000147,24.4198572611155
AO090003000168,36.1748836542447
AO090023000303,46.7142825013561
AO090012000622,37.4929015362471
AO090009000291,20.917829941431
AO090003000809,35.7992679948914
AO090701000041,27.9272396807353
AO090005001118,24.5203151781175
AO090012000982,28.7742293398156
AO090009000417,26.8041009004985
AO090011000589,22.2589517283621
AO090206000025,17.7255359401814
AO090003000869,32.3604818282592
AO090001000666,22.3208399352704
AO090009000311,36.1557670099854
AO090012000545,46.4214348937032
AO090206000109,43.7727862599784
AO090003000309,6.6262147636842
AO090011000692,48.8445984936831
AO090012000726,30.8281130728264
AO090003000502,34.6570204805204
AO090023000636,29.1738999537265
AO090005000031,18.7842514402939
AO090701000310,26.2168626302803
AO090023000908,32.5221789395492
AO090701000066,32.9765372103161
AO090005000439,20.6990177565954
AO090005001253,41.7516641658443
AO090003001317,71.6186956917936
AO090102000044,123.429754719203
AO090003000586,36.7777476105519
AO090020000004,44.2003655984742
AO090020000027,34.1740885515072
AO090672000003,29.271059178635
AO090023000516,20.309450823676
AO090102000521,26.4060387409237
AO090102000621,36.2193096585091
AO090026000836,23.3172637059924
AO090001000626,26.0452855946011
AO090011000289,44.8554094618226
AO090003000150,6.57215602889555
AO090701000193,35.9477756662712
AO090003000629,14.1552687263277
AO090011000358,7.19109883962411
AO090009000649,30.6654009022324
AO090012000804,62.8754025027837
AO090010000464,50.9713131737273
AO090003001114,26.0926944171232
AO090020000436,27.238121319066
AO090023000331,15.0059636551321
AO090003001026,26.2851211142076
AO090023000196,48.5096249928636
AO090701000788,45.1942496392988
AO090113000121,22.6621511609855
AO090026000725,36.4381787812019
AO090011000624,24.8302243613495
AO090003000278,31.3544731574933
AO090701000269,20.1181308859829
AO090003000687,37.7034843775984
AO090009000548,3.8421136316656
AO090003000680,17.4288407379292
AO090003001084,31.9404232190466
AO090005001393,31.8742538329606
AO090012000592,34.3883400084558
AO090005000405,21.2225686212933
AO090001000375,37.3930573945923
AO090701000100,12.8634906595867
AO090005000092,11.0229990604588
AO090102000507,29.1163042121866
AO090103000013,15.9310497370134
AO090001000344,36.164762505409
AO090102000257,43.6648977380927
AO090026000727,36.8420276140414
AO090005000464,50.2627474229608
AO090009000673,19.8024133759541
AO090001000725,29.0045120772531
AO090001000294,40.5587594753916
AO090011000455,34.868629240141
AO090020000456,21.8050680758005
AO090005000442,36.2757455634479
AO090026000264,12.9903720973855
AO090120000352,38.9730852761803
AO090003000723,25.1390603221889
AO090005000091,23.6422475024388
AO090102000102,23.1027245868182
AO090120000171,22.9113210054323
AO090038000402,6.33051059123967
AO090003000167,79.4807301433471
AO090012000824,24.5234909146156
AO090005001293,43.4559439903789
AO090113000014,35.8670265812016
AO090023000332,34.6310051531947
AO090003000235,30.2185936552153
AO090009000557,38.0443957299954
AO090005001631,34.5095107607333
AO090011000953,27.9141427039929
AO090009000502,49.791931434869
AO090023000956,24.0897599238201
AO090023000641,17.7454192903955
AO090020000304,21.0736579231095
AO090120000438,31.5107280066687
AO090009000654,28.2437728180712
AO090020000134,23.9171573571183
AO090011000758,20.0878236373208
AO090020000345,40.0257717273223
AO090023000832,2.92435327694839
AO090138000188,18.2130073298654
AO090023000815,23.9486368595627
AO090001000462,36.647414790512
AO090005001113,22.4991141022733
AO090120000399,23.2065291366853
AO090026000078,48.8928671966177
AO090120000273,25.978473150698
AO090023000440,13.7205626190322
AO090005000093,26.7563514847563
AO090120000478,20.9139792308641
AO090124000075,21.440849411317
AO090023000993,43.9994283594268
AO090120000408,20.5870763787
AO090011000812,36.0306335349063
AO090023000705,78.9775013238828
AO090011000093,28.1546885167095
AO090020000503,73.5138074246602
AO090020000309,51.4695453041972
AO090005000411,15.543140045684
AO090003001135,33.131965757412
AO090005000614,37.8928456923019
AO090020000583,26.4485589056944
AO090003000978,33.1146381473073
AO090011000913,18.4215626803967
AO090026000432,20.1028835211094
AO090003000287,33.6409144733275
AO090001000728,29.365973052935
AO090120000220,35.7536536082591
AO090701000318,32.7007636066877
AO090001000237,39.4351202185781
AO090701000213,33.7590013251741
AO090012000953,27.4921240253322
AO090005001606,15.6456504965556
AO090003000651,25.4523608808821
AO090005000592,82.5728699565671
AO090003000605,61.348079840556
AO090206000012,24.5451669612255
AO090023000278,32.0860957151851
AO090005001315,40.3372033745256
AO090005001124,23.1386517358955
AO090003000362,18.7180418895879
AO090701000398,19.7366025078983
AO090005000781,22.5548775020647
AO090011000598,31.8954193166141
AO090012000931,23.8284931963876
AO090003000773,76.0008143367916
AO090012000086,15.9662759387536
AO090001000441,20.4832257975602
AO090020000562,23.0438964691895
AO090003000394,27.7943020248374
AO090026000845,36.8908399213164
AO090102000208,24.9449770207306
AO090003000939,47.1361987064211
AO090023000790,43.80534658135
AO090026000605,22.4597916205802
AO090005001339,5.39797944884503
AO090012000928,24.5198551116631
AO090010000775,38.6752257536242
AO090701000688,43.1026845024773
AO090005001558,11.9823280073263
AO090003000418,19.6524112259695
AO090012000768,20.3329477186796
AO090009000703,21.5919177953801
AO090009000130,17.941902237152
AO090701000164,25.5912601362567
AO090012000970,17.2191627830422
AO090102000619,21.7298207215354
AO090102000520,30.4104993996611
AO090102000219,18.0163206719275
AO090003000545,16.8105936736883
AO090003000596,53.2857170125269
AO090005001384,15.9401040420643
AO090003001375,47.6764824326631
AO090103000053,48.6269822894513
AO090023000892,20.6957722987406
AO090166000084,44.4819898539355
AO090010000763,25.3093899217038
AO090012000204,44.0307408026418
AO090010000078,0.638314787442625
AO090003001078,40.5505345723302
AO090102000651,26.9249092852587
AO090701000131,19.2618260548061
AO090003000518,25.0914033357961
AO090005001382,35.7891515865553
AO090003000860,35.2418689177621
AO090012000865,20.018115382741
AO090012000179,29.5953314059306
AO090001000354,20.6148096891934
AO090023001007,27.5219096418277
AO090001000040,0.22325795427246
AO090005000655,23.5977969565245
AO090009000303,31.2175590116637
AO090011000356,23.2797157773193
AO090120000280,49.9715299823287
AO090010000217,30.8063015583849
AO090003000375,30.7873858012918
AO090005000623,25.0253252298521
AO090102000599,26.4930716621052
AO090009000188,26.6752460712783
AO090020000103,40.9321424727506
AO090102000282,96.4029464359746
AO090026000064,17.7011663744594
AO090003001034,22.0893073719796
AO090005000878,16.4352966129624
AO090003000992,24.7492809230365
AO090120000324,35.9531403196133
AO090005001641,38.6466579714665
AO090023000682,31.9796175910357
AO090038000491,22.5485627046959
AO090005001357,32.2525663793458
AO090026000203,28.2112339092946
AO090005001477,30.4365021821241
AO090001000749,22.5468163278685
AO090012000455,27.6548657270539
AO090001000717,24.1865937156101
AO090701000669,6.36285169676512
AO090001000739,18.1666931121814
AO090003000575,40.8782478432809
AO090005000156,39.431677199947
AO090009000487,24.7605601071306
AO090102000505,19.7241568172547
AO090003000854,35.244195527706
AO090038000528,38.6356865062634
AO090038000553,7.3599586504331
AO090673000006,36.0745289403539
AO090701000019,40.4802822274562
AO090023000610,0.488651916816061
AO090102000209,14.9739182653
AO090011000574,38.6985910034001
AO090120000361,24.5513203505977
AO090003001538,20.6988351627778
AO090103000408,36.6891672708323
AO090701000208,30.3174047883224
AO090005000109,30.8670634943975
AO090026000496,29.022537368124
AO090003001110,28.5364257915527
AO090003000903,41.1742681002077
AO090011000475,35.6069430053977
AO090103000320,41.2946859914673
AO090009000307,25.987818597547
AO090011000363,26.1735528351863
AO090001000484,21.5760485658833
AO090005000589,16.4994358132575
AO090005001240,28.4511242091716
AO090003000513,46.1246660647395
AO090023000802,30.8770554874983
AO090701000754,17.3571760967371
AO090009000623,28.4080002245114
AO090009000347,42.158103347455
AO090001000233,26.4247629333505
AO090009000667,22.2651228110463
AO090011000267,43.8997866069609
AO090001000741,41.155211820618
AO090011000678,20.1085250013858
AO090001000039,3.56878354323777
AO090009000294,17.4344364701867
AO090005000129,15.2502356456881
AO090038000344,25.908070784436
AO090012000798,23.3298478891716
AO090020000081,32.1123253861265
AO090005000478,21.8112317175701
AO090701000126,28.1609465048217
AO090026000417,47.7527355891808
AO090001000303,22.7746696944628
AO090103000011,28.8783937423482
AO090003000712,39.5680072357081
AO090103000091,68.2259770630396
AO090011000209,3.41123692074601
AO090138000126,20.8988357546389
AO090003001376,43.7957686964476
AO090005001288,23.5636790493304
AO090003000697,16.3196119257211
AO090102000276,21.4174596374843
AO090005000450,35.4461746470598
AO090102000580,18.6705159616321
AO090003000009,25.4896795792215
AO090701000230,30.899404460679
AO090701000322,6.66917474284777
AO090020000491,37.1724493863646
AO090009000259,18.3670944985146
AO090005000641,57.1151850320995
AO090005000216,0.103256803851013
AO090010000492,6.47885828084787
AO090005000758,33.5870216441337
AO090009000481,32.1432356458565
AO090026000663,27.3920101269335
AO090701000308,24.654677837541
AO090012001023,30.0720938855984
AO090701000602,70.3025047496258
AO090011000514,18.3819804657847
AO090023000485,17.4443259211829
AO090005001204,21.0105148705539
AO090009000361,32.6097660681827
AO090102000037,16.045661605625
AO090010000663,35.7956920016845
AO090001000678,12.03383611746
AO090005000602,45.1811478313944
AO090005001247,26.0565722386736
AO090102000207,27.8614312356375
AO090001000419,25.5276768473551
AO090026000477,20.2151897884181
AO090009000282,56.3153629350915
AO090005001052,34.2812588785363
AO090701000839,33.5745234210671
AO090701000813,30.1205331049268
AO090701000827,1.90123638836786
AO090011000929,17.3365071530113
AO090009000425,31.3805734921929
AO090005001229,41.8879827768077
AO090012000246,17.5207723222356
AO090012000964,25.5941454791363
AO090701000199,25.57186356596
AO090102000595,20.8471082656547
AO090005000435,19.9644834490563
AO090010000532,5.04033212018504
AO090026000646,20.7411492952904
AO090012000852,27.5089593737862
AO090001000466,29.6775165019594
AO090005000853,29.2356291119787
AO090009000333,36.9562047709698
AO090020000019,24.2888163604087
AO090005001149,4.04192408657441
AO090113000010,18.4120565903011
AO090020000602,38.9564674633717
AO090124000052,85.3009891181841
AO090012000240,30.9770411553039
AO090012000758,19.4564827055721
AO090003001085,20.3344339465014
AO090003000347,34.5941582841454
AO090102000133,40.2751257396407
AO090026000789,20.6252198072023
AO090023000386,53.6488864116722
AO090011000606,27.484156679356
AO090038000427,27.3868815137148
AO090038000368,19.0523012757025
AO090003000997,21.0362979734759
AO090012000843,39.9007025523364
AO090005001422,19.9580650872029
AO090003000691,33.1125325696174
AO090020000053,17.5123539331318
AO090011000323,23.8565267177951
AO090005000072,24.9219063181539
AO090005000572,27.436807880412
AO090010000211,29.6483873418957
AO090023000932,32.3652015000141
AO090012000213,17.2382697642486
AO090003000709,1.62659366684221
AO090012000976,22.794235193821
AO090010000069,27.8012436587097
AO090003000372,13.3335959755438
AO090012000660,36.6709163390883
AO090011000813,30.6346272884435
AO090005001073,37.9849619412579
AO090701000747,24.2948508489455
AO090026000043,2.99375431299581
AO090113000004,22.2575777189961
AO090023000434,18.8189681151005
AO090026000677,22.7164968472228
AO090701000525,1.54885205776519
AO090103000082,16.798876831832
AO090102000233,11.208056708919
AO090026000788,38.7062222168637
AO090012000266,15.0689468213697
AO090012000271,22.4948461164432
AO090003001244,21.8369918355977
AO090010000312,24.7816329242431
AO090026000810,33.3220321212661
AO090038000599,13.6591677535198
AO090009000236,6.19540823106077
AO090102000602,22.657492959308
AO090003001094,5.51254760439075
AO090020000009,31.699838782261
AO090009000385,38.7257141280551
AO090120000085,25.1434085873707
AO090038000288,9.46096823462483
AO090010000479,34.2346649861676
AO090010000552,4.86258991184912
AO090001000264,5.90038879148645
AO090005000110,31.1311557879173
AO090026000667,33.1209067601871
AO090020000479,0.0684575495144837
AO090673000002,29.5139666932143
AO090003000477,35.2881316755351
AO090003001164,23.7436587703481
AO090020000334,16.8059349716131
AO090005000444,22.0771785516642
AO090124000008,30.1398238267821
AO090005000804,8.47334521531497
AO090701000023,23.2570692582161
AO090005000538,72.5824119483758
AO090009000345,33.2067073043944
AO090026000688,29.878564518591
AO090003000363,14.0744942828769
AO090012000502,26.4042398419019
AO090003001272,28.9351742171796
AO090010000401,0.333598904749426
AO090026000695,24.0002300842895
AO090005001498,23.0749088936478
AO090001000752,41.6609594313168
AO090011000653,48.831318884479
AO090009000325,9.36478159348004
AO090023000782,30.6173077741455
AO090138000129,21.549246021081
AO090005001585,25.3887206654777
AO090026000526,7.5248949759236
AO090005000601,47.3392731501567
AO090012000574,26.7528991795806
AO090003000920,32.0923585488165
AO090003000269,20.2586048291742
AO090026000482,25.0490606176702
AO090020000139,35.1381362358671
AO090005000535,12.7780294765628
AO090701000305,27.0229751511798
AO090003001142,25.6744210099418
AO090026000449,21.8211688644641
AO090023000752,16.4241907357154
AO090038000392,14.3427943979352
AO090009000183,19.8617499172242
AO090011000471,20.2318800045578
AO090023000968,36.1282794597814
AO090026000037,3.43651550316652
AO090009000671,18.6975194518241
AO090005001002,24.4515045993198
AO090023000862,43.0772088362152
AO090005001295,25.5649604017335
AO090102000515,26.5831346084523
AO090010000119,33.4417605238995
AO090003000102,9.15014138741283
AO090003000010,44.6804441070569
AO090206000028,39.4818488703443
AO090023000689,18.0175640342927
AO090005001451,24.8670868308784
AO090001000577,23.2272294254106
AO090020000054,21.6751034408622
AO090023000840,21.1865509648106
AO090023000484,18.6806309138461
AO090009000674,35.3174499627956
AO090011000635,21.822985249429
AO090120000040,35.8662432585861
AO090672000008,22.8565060727835
AO090020000282,39.8742063593084
AO090102000583,32.0729797954554
AO090038000419,44.7101960674886
AO090003000482,16.9341158315661
AO090003000722,17.6669060524443
AO090005000622,20.3805232519048
AO090026000228,17.8242226112871
AO090023001003,36.9775376667358
AO090023000696,25.1775056546623
AO090012000925,40.6672950551682
AO090011000134,2.60207145704553
AO090138000180,9.80372291508518
AO090001000742,38.8073487806723
AO090701000175,38.2787722847684
AO090005001195,21.7777986303954
AO090020000601,25.8073627638227
AO090003000425,22.7053339495092
AO090113000079,31.7616125033421
AO090138000157,3.65780559767426
AO090020000337,22.4173075215768
AO090011000667,18.7725527602819
AO090005001445,18.8181383702809
AO090012000842,38.5943463574278
AO090020000585,19.5593254624589
AO090010000258,7.56626185337096
AO090010000275,7.56626185337096
AO090012000961,16.6888293627642
AO090005000598,16.1190267250608
AO090023000899,25.7403034435562
